"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
3912,"SP0400","SDPB",1,"Privado","Edifício Prime Business Center","FRANCA","SP","Brasil","","","20°32'10,0""S","047°23'24,0""W","1018 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/05/2026","https://pergamum.anac.gov.br/arquivos/PA2016-1288.pdf"," ","","não"
3924,"TO0044","SWEJ",1,"Privado","Associação Tocantinense de Aviação","PORTO NACIONAL","TO","Brasil","","","10°10'58,0""S","048°32'43,0""W","305 m","","",2946,"11/29","1026 m","20 m","8/F/A/X/T","Asfalto","","11 - ; 29 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","17/01/2032","https://pergamum.anac.gov.br/arquivos/PA2021-6785.pdf"," ","","sim"
3948,"SP0428","SDTU",1,"Privado","Itaúsa","SÃO PAULO","SP","Brasil","","","23°38'11,0""S","046°38'31,0""W","846 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/09/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9168.pdf"," ","","não"
1775,"RJ0288","",1,"Privado","MPC","RIO DE JANEIRO","RJ","Brasil","","","22°58'26,0""S","043°23'59,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
1943,"RJ0027","SSTY",1,"Privado","Fazenda Tosana","CABO FRIO","RJ","Brasil","","","22°35'49,0""S","042°01'30,0""W","3 m","","",2698,"08/26","640 m","30 m","2500 Kg /   0,50 MPa","Grama","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7659.pdf"," ","","não"
2015,"BA0178","SWHF",1,"Privado","Fazenda Chaparral","CORRENTINA","BA","Brasil","","","13°28'24,0""S","045°22'18,0""W","777 m","VFR","Sem Operação",3715,"10/28","1590 m","30 m","5700 Kg /   0,50 MPa","Saibro","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","04/06/2028","https://pergamum.anac.gov.br/arquivos/PA2018-1614.pdf"," ","","não"
2063,"CE0043","SJFS",1,"Privado","Instituto Dr. José Frota","FORTALEZA","CE","Brasil","","","03°44'04,9""S","038°31'54,0""W","70 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/11/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2709.pdf"," ","","não"
652,"SP0529","SIMM",1,"Privado","EDIFÍCIO CORPORATE PARK","SÃO PAULO","SP","Brasil","","","23°35'14,8""S","046°40'20,0""W","809 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/04/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4813.pdf"," ","","não"
772,"ES0008","SIFV",1,"Privado","Primo Bitti","ARACRUZ","ES","Brasil","","","19°49'35,0""S","040°06'02,9""W","26 m","VFR","VFR",8430,"07/25","1600 m","30 m","29/F/B/X/T","Asfalto","","07 - ; 25 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/04/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0989.pdf"," ","","não"
1024,"MS0173","SJJG",1,"Privado","Fazenda Santa Bárbara","CORUMBÁ","MS","Brasil","","","19°05'28,0""S","055°50'33,0""W","134 m","VFR","Sem Operação",4175,"03/21","500 m","20 m","6/F/B/X/U","Areia","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/08/2027","https://pergamum.anac.gov.br/arquivos/PA2017-2515.pdf"," ","","não"
154,"PB0004","SJZA",2,"Público","Pedro Vieira Moreira","CAJAZEIRAS","PB","Brasil","Cajazeiras","PB","06°52'58,0""S","038°36'57,0""W","335 m","","",840,"12/30","1600 m","30 m","26/F/B/X/T","Asfalto","","12 - Visual; 30 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","17/03/2026","https://pergamum.anac.gov.br/arquivos/PA2016-3365.pdf","Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato). Proibidas as operações de pouso de aeronaves a jato nas RWY 12 e 30.","https://pergamum.anac.gov.br/arquivos/.pdf","não"
233,"SC0005","SBJA",2,"Público","Regional Sul","JAGUARUNA","SC","Brasil","Jaguaruna","SC","28°40'31,0""S","049°03'34,0""W","35 m","VFR / IFR","VFR / IFR",962,"05/23","2499 m","30 m","57/F/A/X/T","Asfalto","","05 - IFR Não Precisão; 23 - IFR Não Precisão",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"RBAC 121","AP-1","","","não","","19/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11194.pdf"," ","","não"
1248,"MT0103","SIKX",1,"Privado","Fazenda Água Boa ","JUARA","MT","Brasil","","","11°10'34,0""S","057°40'08,0""W","249 m","VFR","Sem Operação",3208,"04/22","1250 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/07/2027","https://pergamum.anac.gov.br/arquivos/PA2017-2164.pdf"," ","","sim"
1572,"PA0054","SIRJ",1,"Privado","Caima","ITAITUBA","PA","Brasil","","","04°18'14,0""S","056°13'09,0""W","35 m","","",3765,"12/30","1426 m","30 m","7/F/A/Y/T","Asfalto","","12 - ; 30 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","06/07/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5303.pdf"," ","","sim"
1584,"PA0067","SJBK",1,"Privado","Iriri","ALTAMIRA","PA","Brasil","","","05°40'45,0""S","054°14'42,0""W","177 m","VFR","Sem Operação",4495,"15/33","923 m","24 m","3000 Kg /   0,50 MPa","Terra","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/09/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2181.pdf"," ","","sim"
1596,"PA0176","",1,"Privado","Novo Porto","ITAITUBA","PA","Brasil","","","05°51'22,0""S","056°07'42,0""W","168 m","VFR","Sem Operação",4223,"14/32","800 m","20 m","5700 Kg /   0,50 MPa","Terra","","14 - ; 32 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
296,"AM0018","SWBR",2,"Público","Borba","BORBA","AM","Brasil","Borba","AM","04°24'22,0""S","059°36'09,0""W","30 m","VFR","Sem Operação",1852,"12/30","1200 m","23 m","8/F/C/Y/U","Asfalto","","12 - Visual; 30 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"RBAC 135 Regular","AP-1","","","não","","19/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11217.pdf"," ","","sim"
392,"MG0066","SNRP",2,"Público","Rio Paranaíba","RIO PARANAÍBA","MG","Brasil","Rio Paranaíba","MG","19°12'45,0""S","046°14'26,0""W","1145 m","VFR","Sem Operação",1956,"16/34","1000 m","22 m","4000 Kg /   0,50 MPa","Terra","","16 - Visual; 34 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","13/04/2030","https://pergamum.anac.gov.br/arquivos/PA2020-0982.pdf"," ","","não"
404,"MS0011","SSBV",2,"Público","Bela Vista","BELA VISTA","MS","Brasil","Bela Vista","MS","22°04'56,0""S","056°32'18,0""W","235 m","VFR","Sem Operação",1885,"03/21","1300 m","23 m","10/F/B/Y/T","Terra","","03 - Visual; 21 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Interditado",1,"Outras Operações","AP-0","","","não","","","https://pergamum.anac.gov.br/arquivos/PD1999-0028.pdf"," ","","não"
4786,"PR0201","SWAI",1,"Privado","Fazenda Santa Luzia","ICARAÍMA","PR","Brasil","","","23°21'00,0""S","053°29'59,0""W","370 m","VFR","Sem Operação",4465,"18/36","700 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","18 - ; 36 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/11/2029","https://pergamum.anac.gov.br/arquivos/PA2019-3529.pdf"," ","","não"
4870,"SP1115","",1,"Privado","Goldfarb","CAMPINAS","SP","Brasil","","","22°48'59,0""S","046°54'48,0""W","698 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
5086,"ES0026","SNTW",1,"Privado","PeterFrut","VENDA NOVA DO IMIGRANTE","ES","Brasil","","","20°23'59,0""S","041°04'58,0""W","1031 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/05/2029","https://pergamum.anac.gov.br/arquivos/PA2019-1413.pdf"," ","","não"
5182,"RS0144","",1,"Privado","Velopark Nova Santa Rita","NOVA SANTA RITA","RS","Brasil","","","29°49'16,0""S","051°19'08,0""W","14 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2277,"MG0191","SSVU",1,"Privado","Fazenda Serra do Cabral","FRANCISCO DUMONT","MG","Brasil","","","17°41'53,0""S","044°20'52,7""W","1181 m","VFR","Sem Operação",4313,"09/27","1279 m","18 m","5670 Kg /   0,62 MPa","Piçarra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/04/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0934.pdf"," ","","não"
2637,"RR0064","SJLX",1,"Privado","Mutum","UIRAMUTÃ","RR","Brasil","","","04°27'11,0""N","059°51'14,0""W","546 m","VFR","Sem Operação",4086,"09/27","650 m","20 m","4000 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/03/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.610.pdf"," ","","não"
2649,"RR0069","SJMI",1,"Privado","Parafuri","ALTO ALEGRE","RR","Brasil","","","03°17'17,0""N","063°50'35,0""W","606 m","VFR","Sem Operação",3972,"08/26","600 m","30 m","3000 Kg /   0,50 MPa","Grama","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
2733,"BA0090","SILB",1,"Privado","Fazenda Belizário","RIACHÃO DAS NEVES","BA","Brasil","","","11°31'44,0""S","045°44'01,0""W","794 m","VFR","Sem Operação",2693,"05/23","1700 m","30 m","5700 Kg /   0,50 MPa","Terra","","05 - ; 23 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/01/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0074.pdf"," ","","não"
2757,"RR0100","SJYR",1,"Privado","Cajú","UIRAMUTÃ","RR","Brasil","","","04°42'21,0""N","060°30'55,0""W","242 m","VFR","Sem Operação",3974,"12/30","600 m","20 m","4000 Kg /   0,50 MPa","Grama","","12 - ; 30 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
2985,"AM0066","",1,"Privado","Rio Jufaris","BARCELOS","AM","Brasil","","","00°47'55,0""S","062°28'29,0""W","30 m","VFR","Sem Operação",4278,"01/19","100 m","23 m","5600 Kg /   0,69 MPa","Terra","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
3177,"BA0123","SJTO",1,"Privado","Tabuleiro III","SÃO DESIDÉRIO","BA","Brasil","","","13°10'31,0""S","045°41'57,0""W","803 m","VFR","Sem Operação",2882,"08/26","1500 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/09/2028","https://pergamum.anac.gov.br/arquivos/PA2018-2734.pdf"," ","","não"
3417,"MS0235","SNWL",1,"Privado","Fazenda Santarém","BANDEIRANTES","MS","Brasil","","","20°02'43,0""S","054°09'55,0""W","576 m","VFR","Sem Operação",2577,"02/20","1100 m","23 m","5600 Kg /   0,50 MPa","Cascalho","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/06/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1400.pdf"," ","","não"
3441,"MA0041","SNOZ",1,"Privado","Coronel Alexandre Raposo","PAÇO DO LUMIAR","MA","Brasil","","","02°31'25,0""S","044°07'27,0""W","47 m","VFR","Sem Operação",4658,"09/27","1000 m","30 m","5700 Kg /   0,50 MPa","Asfalto","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","01/10/2030","https://pergamum.anac.gov.br/arquivos/PA2020-2268.pdf"," ","","sim"
2927,"CE0027","SDDU",1,"Privado","Duets","FORTALEZA","CE","Brasil","","","03°44'29,0""S","038°29'15,0""W","72 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/07/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1994.pdf"," ","","não"
3047,"MS0365","SWBT",1,"Privado","Fazenda Tupi","NOVA ANDRADINA","MS","Brasil","","","21°48'19,0""S","053°07'43,0""W","464 m","VFR","Sem Operação",4353,"04/22","780 m","23 m","5000 Kg /   0,50 MPa","Grama","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","08/02/2027","https://pergamum.anac.gov.br/arquivos/PA2017-0294.pdf"," ","","não"
3251,"MT0215","SJRT",1,"Privado","Aero Agrícola Rio Claro","SÃO JOSÉ DO RIO CLARO","MT","Brasil","","","13°26'03,0""S","056°43'53,0""W","355 m","VFR","Sem Operação",2567,"13/31","800 m","22 m","5700 Kg /   0,50 MPa","Cascalho","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/02/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0324.pdf"," ","","sim"
3287,"MT0256","SNJU",1,"Privado","Nossa Senhora Da Penha","SÃO JOSÉ DO XINGU","MT","Brasil","","","10°48'55,0""S","052°44'49,0""W","347 m","VFR","Sem Operação",3194,"03/21","1200 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/09/2027","https://pergamum.anac.gov.br/arquivos/PA2017-2662.pdf"," ","","sim"
3443,"RJ0045","SDJE",1,"Privado","Estádio Olímpico João Havelange","RIO DE JANEIRO","RJ","Brasil","","","22°53'34,0""S","043°17'38,0""W","26 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/02/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0412.pdf"," ","","não"
3623,"SP0293","SDAX",1,"Privado","Bradesco - Sta Cecília","SÃO PAULO","SP","Brasil","","","23°32'24,0""S","046°38'57,0""W","777 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","17/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6343.pdf"," ","","não"
3671,"SP0154","SDVH",1,"Privado","Fazenda Vale Eldorado - Dr José de Aguiar Leme","BRAGANÇA PAULISTA","SP","Brasil","","","23°00'19,0""S","046°38'13,0""W","831 m","VFR","Sem Operação",2881,"04/22","740 m","20 m","7/F/B/Y/T","Asfalto","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/11/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9775.pdf"," ","","não"
3995,"SP0469","SIBR",1,"Privado","Ribeirão Shopping","RIBEIRÃO PRETO","SP","Brasil","","","21°12'42,0""S","047°50'04,0""W","621 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
4367,"TO0023","SJBB",1,"Privado","Fazenda Bacaba","CASEARA","TO","Brasil","","","09°31'30,0""S","049°53'12,0""W","195 m","VFR","Sem Operação",2564,"10/28","1500 m","20 m","15/F/B/Y/U","Asfalto","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","06/05/2025","https://pergamum.anac.gov.br/arquivos/PA2016-0431.pdf"," ","","sim"
4451,"RO0065","",1,"Privado","Usina Calcário Parecis","PARECIS","RO","Brasil","","","12°08'45,0""S","061°31'19,0""W","300 m","VFR","Sem Operação",11821,"02/20","799 m","18 m","64/F/B/X/T","Asfalto","","02 - Visual; 20 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/02/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4334.pdf"," ","","sim"
4607,"MS0426","SWSC",1,"Privado","Fazenda São Carlos","PARAÍSO DAS ÁGUAS","MS","Brasil","","","19°10'39,0""S","053°06'10,0""W","690 m","VFR","Sem Operação",7061,"07/25","700 m","18 m","5600 Kg /   0,50 MPa","Terra","","07 - Visual; 25 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","04/03/2030","https://pergamum.anac.gov.br/arquivos/PA2020-0448.pdf"," ","","não"
4739,"MT0486","SJIJ",1,"Privado","Fazenda 2J","NOVO SÃO JOAQUIM","MT","Brasil","","","14°48'55,0""S","052°54'34,0""W","425 m","VFR","Sem Operação",3479,"11/29","800 m","20 m","5600 Kg /   0,50 MPa","Terra","","11 - ; 29 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/03/2029","https://pergamum.anac.gov.br/arquivos/PA2019-0704.pdf"," ","","sim"
6726,"AB0135","",1,"Privado","HOS BRASS RING","","","","","","","","21,1 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","16/05/2025","https://pergamum.anac.gov.br/arquivos/PA2022-7897.pdf"," ","","N/A"
11943,"BA0391","",1,"Privado","Fazenda Nossa Senhora do Carmo","SÃO DESIDÉRIO","BA","Brasil","","","12°34'55,0""S","045°49'39,0""W","775 m","VFR","Sem Operação",17701,"09/27","1200 m","20 m","11/F/B/X/U","Asfalto","","09 - Visual; 27 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","18/12/2024","https://pergamum.anac.gov.br/arquivos/PA2022-7532.pdf"," ","","não"
802,"SP1031","",1,"Privado","Hospital M´Boi Mirim","SÃO PAULO","SP","Brasil","","","23°41'33,0""S","046°46'33,0""W","120 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
814,"RS0127","SJCT",1,"Privado","3 Tentos CETEC","SANTA BÁRBARA DO SUL","RS","Brasil","","","28°23'13,3""S","053°15'24,3""W","502 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
874,"MG0083","SDIX",1,"Privado","MGX Florestal","NINHEIRA","MG","Brasil","","","15°29'59,0""S","041°33'57,0""W","780 m","VFR","Sem Operação",3701,"11/29","850 m","18 m","5400 Kg /   0,50 MPa","Asfalto","","11 - ; 29 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/03/2027","https://pergamum.anac.gov.br/arquivos/PA2017-0636.pdf"," ","","não"
934,"MG0256","SNJX",1,"Privado","Hospital Monte Sinai","JUIZ DE FORA","MG","Brasil","","","21°46'52,0""S","043°21'53,0""W","817 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/09/2027","https://pergamum.anac.gov.br/arquivos/PA2017-3036.pdf"," ","","não"
982,"MS0078","SIFA",1,"Privado","Fazenda Sete","AQUIDAUANA","MS","Brasil","","","19°47'29,0""S","056°28'34,0""W","105 m","VFR","Sem Operação",4082,"16/34","800 m","18 m","5700 Kg /   0,50 MPa","Grama","","16 - ; 34 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/06/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.577.pdf"," ","","não"
1018,"AM0092","SJQV",1,"Privado","Pousada Amazon Roosevelt","NOVO ARIPUANÃ","AM","Brasil","","","07°34'11,0""S","060°41'20,0""W","53 m","VFR","",7242,"14/32","1300 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","14 - ; 32 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/05/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1260.pdf"," ","","sim"
1062,"MS0219","SNNC",1,"Privado","Fazenda Namocoli","CORUMBÁ","MS","Brasil","","","20°36'32,0""S","057°33'15,0""W","84 m","VFR","Sem Operação",3212,"12/30","500 m","18 m","5000 Kg /   0,50 MPa","Grama","","12 - ; 30 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/02/2028","https://pergamum.anac.gov.br/arquivos/PA2018-0623.pdf"," ","","não"
1242,"PA0219","",1,"Privado","Fazenda Santa Clara","ITAITUBA","PA","Brasil","","","06°00'16,0""S","055°20'27,0""W","300 m","VFR","Sem Operação",4778,"07/25","1000 m","40 m","1000 Kg /   0,50 MPa","Cascalho","","07 - ; 25 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
1278,"GO0086","SJSX",1,"Privado","Fazenda Montana","MATRINCHÃ","GO","Brasil","","","15°12'59,0""S","050°50'12,0""W","328 m","VFR","Sem Operação",2749,"11/29","1200 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","11 - Visual; 29 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/02/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4193.pdf"," ","","não"
1302,"MT0174","SJGN",1,"Privado","Fazenda Agromar","SÃO JOSÉ DO RIO CLARO","MT","Brasil","","","13°40'05,0""S","056°28'54,0""W","377 m","VFR","Sem Operação",4714,"01/19","1200 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","18/05/2025","https://pergamum.anac.gov.br/arquivos/PA2017-0867.pdf"," ","","sim"
494,"RS0008","SBNM",2,"Público","Santo Ângelo","SANTO ÂNGELO","RS","Brasil","Santo Ângelo","RS","28°16'54,0""S","054°10'06,0""W","322 m","VFR / IFR","VFR / IFR",2049,"12/30","1625 m","30 m","35/F/A/X/T","Asfalto","2C","12 - IFR Não Precisão; 30 - IFR Não Precisão",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"","AP-1","","","não","","20/02/2027","https://pergamum.anac.gov.br/arquivos/PA2019-3072.pdf"," ","","não"
542,"SP0004","SBRP",2,"Público","Leite Lopes","RIBEIRÃO PRETO","SP","Brasil","Ribeirão Preto","SP","21°08'11,0""S","047°46'36,0""W","550 m","","",2043,"18/36","2100 m","45 m","54/F/A/X/T","Asfalto","","18 - ; 36 - ",,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",2,"","AP-1","Público Táxi Aéreo e Aviação Geral (RNS)","INTL CARGA","não","","20/12/2032","https://pergamum.anac.gov.br/arquivos/PA2022-10.032.pdf"," ","","não"
566,"SP0056","SDIV",2,"Público","Ituverava","ITUVERAVA","SP","Brasil","Ituverava","SP","20°22'31,0""S","047°46'07,0""W","623 m","","",1935,"17/35","1350 m","23 m","13/F/B/Y/T","Asfalto","","17 - Visual; 35 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","09/04/2030","https://pergamum.anac.gov.br/arquivos/PA 2020-970.pdf","Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato). - Primeiros 270 metros da RWY 17 e últimos 270 metros da RWY 35 fechados para pouso e decolagem; e - Primeiros 80 metros da RWY 35 e últimos 80 metros da RWY 17 fechados para pouso e decolagem","https://pergamum.anac.gov.br/arquivos/.pdf","não"
1694,"MT0191","SJKJ",1,"Privado","Fazenda Siriema","CAMPOS DE JÚLIO","MT","Brasil","","","13°33'41,0""S","059°15'58,0""W","604 m","","",4469,"01/19","1000 m","23 m","4/F/B/X/U","Saibro","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/12/2024","https://pergamum.anac.gov.br/arquivos/PA2015-0070.pdf"," ","","sim"
4828,"MA0087","",1,"Privado","Fazenda Campo Grande","RIACHÃO","MA","Brasil","","","07°40'06,9""S","046°40'47,0""W","299 m","VFR","Sem Operação",4817,"10/28","800 m","20 m","2900 Kg /   0,50 MPa","Cascalho","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
5032,"MG0310","SWGX",1,"Privado","Fortunas","FORTUNA DE MINAS","MG","Brasil","","","19°36'53,0""S","044°24'49,0""W","750 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/05/2029","https://pergamum.anac.gov.br/arquivos/PA2019-1505.pdf"," ","","não"
