"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
5104,"PA0115","SNYJ",1,"Privado","Pista São Jorge","JACAREACANGA","PA","Brasil","","","06°08'05,0""S","057°24'07,0""W","234 m","VFR","Sem Operação",3702,"17/35","450 m","18 m","4500 Kg /   0,50 MPa","Cascalho","","17 - ; 35 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/01/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10301.pdf"," ","","sim"
5128,"GO0191","SNLL",1,"Privado","Condomínio Liberty","GOIANÁPOLIS","GO","Brasil","","","16°27'57,0""S","049°00'44,0""W","1022 m","VFR","VFR",2471,"18/36","1640 m","30 m","28/F/B/X/U","Asfalto","","18 - Visual; 36 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","12/06/2029","https://pergamum.anac.gov.br/arquivos/PA2019-1726.pdf"," ","","não"
5152,"SP1151","",1,"Privado","Allta","BARUERI","SP","Brasil","","","23°30'25,0""S","046°55'01,2""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
5464,"MG0426","",1,"Privado","Hospital Unimed Governador Valadares","GOVERNADOR VALADARES","MG","Brasil","","","18°51'10,0""S","041°57'45,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2271,"BA0108","SJFR",1,"Privado","Trancoso Rio Frade","PORTO SEGURO","BA","Brasil","","","16°35'08,0""S","039°14'09,0""W","78 m","","",3829,"09/27","1300 m","30 m","5700 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/12/2026","https://pergamum.anac.gov.br/arquivos/PA2016-3619.pdf"," ","","não"
2907,"BA0140","SNME",1,"Privado","Costa dos Coqueiros","MATA DE SÃO JOÃO","BA","Brasil","","","12°29'23,0""S","038°01'25,0""W","51 m","VFR","Sem Operação",4455,"15/33","785 m","18 m","4000 Kg /   0,60 MPa","Cascalho","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/08/2033","https://pergamum.anac.gov.br/arquivos/PA2023-12.109.pdf"," ","","não"
2991,"MA0063","SJPZ",1,"Privado","Fazenda Santo Antônio","MATINHA","MA","Brasil","","","03°06'58,0""S","045°00'46,0""W","18 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/10/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9396.pdf"," ","","sim"
3003,"MG0329","",1,"Privado","Saturno","MURIAÉ","MG","Brasil","","","21°07'24,0""S","042°22'49,0""W","209 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3015,"BA0348","",1,"Privado","Barracuda","ITACARÉ","BA","Brasil","","","14°16'48,0""S","038°59'05,0""W","31 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/04/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4666.pdf"," ","","não"
3219,"MT0250","SNFP",1,"Privado","Fazenda Pirapó","SORRISO","MT","Brasil","","","12°12'41,0""S","055°51'24,0""W","352 m","VFR","Sem Operação",2389,"03/21","1100 m","18 m","5500 Kg /   0,50 MPa","Cascalho","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.336.pdf"," ","","sim"
3363,"AM0088","SWIA",1,"Privado","Antônio Costa da Silva","JURUÁ","AM","Brasil","","","03°28'56,0""S","066°03'27,0""W","68 m","VFR","Sem Operação",11082,"04/22","1200 m","20 m","13/R/C/X/U","Concreto","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/12/2029","https://pergamum.anac.gov.br/arquivos/PA2019-3708.pdf"," ","","sim"
3639,"MT0309","SSQA",1,"Privado","Fazenda Guaporé","COMODORO","MT","Brasil","","","13°43'23,0""S","060°18'55,0""W","253 m","VFR","Sem Operação",2551,"16/34","1200 m","23 m","4000 Kg /   0,50 MPa","Cascalho","","16 - ; 34 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7454.pdf"," ","","sim"
3663,"RJ0111","SJRD",1,"Privado","Ilha Josefa","ANGRA DOS REIS","RJ","Brasil","","","23°02'27,0""S","044°23'31,0""W","40 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/10/2023","https://pergamum.anac.gov.br/arquivos/PA2013-2652.pdf"," ","","não"
3843,"SP0330","SDFS",1,"Privado","Fazenda Santa Gertrudes","DOURADO","SP","Brasil","","","22°05'32,0""S","048°20'51,0""W","634 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/04/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4643.pdf"," ","","não"
4830,"MA0088","",1,"Privado","Fazenda Palmeira","BURITI","MA","Brasil","","","03°52'40,0""S","043°07'00,9""W","121 m","VFR","Sem Operação",3029,"05/23","1350 m","25 m","5000 Kg /   0,50 MPa","Cascalho","","05 - ; 23 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
4854,"PR0125","SJST",1,"Privado","Umbará Energy","CURITIBA","PR","Brasil","","","25°36'15,0""S","049°17'37,0""W","853 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7434.pdf"," ","","não"
5166,"MS0432","SJTC",1,"Privado","Fazenda Itaguassu","ANTÔNIO JOÃO","MS","Brasil","","","22°14'59,0""S","055°55'36,0""W","649 m","VFR","Sem Operação",4788,"02/20","850 m","20 m","5700 Kg /   0,50 MPa","Grama","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/07/2029","https://pergamum.anac.gov.br/arquivos/PA2019-2142.pdf"," ","","não"
5214,"RJ0280","",1,"Privado","Vista Chinesa","RIO DE JANEIRO","RJ","Brasil","","","22°58'15,0""S","043°16'17,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2237,"RJ0281","",2,"Público","Heliporto de Quissamã","CARAPEBUS","RJ","Brasil","Carapebus","RJ","22°13'08,0""S","041°36'11,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2537,"GO0280","",1,"Privado","Fazenda Macaúba","POSSE","GO","Brasil","","","14°17'20,0""S","046°24'29,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","23/07/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5493.pdf"," ","","não"
2957,"MS0189","SJWW",1,"Privado","Fazenda Cachoeira Preta","ÁGUA CLARA","MS","Brasil","","","20°01'17,0""S","053°12'58,0""W","363 m","VFR","Sem Operação",4447,"15/33","1200 m","20 m","7/F/B/Y/T","Asfalto","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","20/09/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9164.pdf"," ","","não"
3293,"MT0276","SNWP",1,"Privado","Fazenda Parecis","DIAMANTINO","MT","Brasil","","","13°54'49,0""S","057°28'46,0""W","587 m","VFR","Sem Operação",3720,"18/36","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","18 - ; 36 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","04/07/2028","https://pergamum.anac.gov.br/arquivos/PA2018-1955.pdf"," ","","sim"
3365,"SC0088","SSCZ",1,"Privado","Hospital Santa Isabel","BLUMENAU","SC","Brasil","","","26°55'26,0""S","049°03'59,0""W","47 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","31/01/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7042.pdf"," ","","não"
3653,"SP0132","SDOS",1,"Privado","Banaer","SETE BARRAS","SP","Brasil","","","24°25'09,0""S","047°52'09,0""W","30 m","","",2952,"12/30","500 m","18 m","5000 Kg /   0,50 MPa","Asfalto","","12 - ; 30 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6462.pdf"," ","","não"
3893,"SP0384","SDMB",1,"Privado","Benteler","CAMPINAS","SP","Brasil","","","23°00'07,0""S","047°07'01,0""W","657 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/07/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8607.pdf"," ","","não"
3977,"SP0453","SDYR",1,"Privado","Panco II","SÃO PAULO","SP","Brasil","","","23°35'58,0""S","046°41'58,0""W","805 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/03/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0530.pdf"," ","","não"
4193,"SP0676","SJWZ",1,"Privado","E-Tower","SÃO PAULO","SP","Brasil","","","23°35'38,0""S","046°41'25,0""W","872 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","22/06/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8231.pdf"," ","","não"
4205,"SP0682","SJYV",1,"Privado","Cauê-Apiaí","APIAÍ","SP","Brasil","","","24°31'02,0""S","048°51'00,7""W","903 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/07/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5347.pdf"," ","","não"
4373,"TO0017","SIDK",1,"Privado","Fazenda Boqueirão de Cedro","ARRAIAS","TO","Brasil","","","12°53'25,0""S","046°41'36,0""W","699 m","VFR","Sem Operação",2663,"06/24","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/10/2025","https://pergamum.anac.gov.br/arquivos/PA2020-1391.pdf"," ","","sim"
1874,"MS0041","SDNV",1,"Privado","Fazenda Manduri","CORUMBÁ","MS","Brasil","","","18°30'37,0""S","056°25'47,0""W","120 m","VFR","Sem Operação",4544,"18/36","900 m","22 m","5600 Kg /   0,50 MPa","Grama","","18 - ; 36 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","31/07/2025","https://pergamum.anac.gov.br/arquivos/PA2015-2030.pdf"," ","","não"
1898,"MG0418","",1,"Privado","Fazenda Várzea da Cachoeira","OURO PRETO","MG","Brasil","","","20°19'29,2""S","043°40'33,5""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2186,"RJ0120","SJXQ",1,"Privado","Cargo Park","RIO DE JANEIRO","RJ","Brasil","","","22°48'55,0""S","043°17'01,0""W","6 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/06/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1337.pdf"," ","","não"
643,"SP1215","",1,"Privado","Fazenda Bonito","ILHA SOLTEIRA","SP","Brasil","","","20°22'58,0""S","051°11'44,0""W","360 m","VFR","Sem Operação",17621,"03/21","1000 m","30 m","5700 Kg /   0,50 MPa","Terra","","03 - Visual; 21 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","18/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022 - 7441.pdf"," ","","não"
1071,"MS0234","SNWG",1,"Privado","Fazenda Iporã","ITAQUIRAÍ","MS","Brasil","","","23°35'13,0""S","054°03'28,0""W","180 m","","",3307,"01/19","599 m","18 m","5000 Kg /   0,50 MPa","Grama","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","03/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.711.pdf"," ","","não"
1083,"MS0258","SSCM",1,"Privado","Fazenda Caçadinha","RIO BRILHANTE","MS","Brasil","","","21°36'56,0""S","054°47'46,0""W","396 m","","",3697,"03/21","900 m","23 m","10/F/C/Y/U","Asfalto","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6406.pdf"," ","","não"
1335,"MG0337","",1,"Privado","Fazenda União","UBERABA","MG","Brasil","","","19°25'36,0""S","048°14'06,0""W","810 m","VFR","Sem Operação",4770,"13/31","880 m","30 m","5700 Kg /   0,50 MPa","Cascalho","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
551,"SP0028","SDRR",2,"Público","Avaré-Arandu","AVARÉ","SP","Brasil","Avaré","SP","23°05'32,0""S","048°59'14,0""W","798 m","","",1878,"15/33","1480 m","30 m","26/F/A/X/T","Asfalto","","15 - Visual; 33 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","09/02/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7106.pdf"," ","","não"
1691,"PE0020","SDEC",1,"Privado","Empresarial Charles Darwin","RECIFE","PE","Brasil","","","08°03'56,0""S","034°53'48,0""W","141 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","06/07/2026","https://pergamum.anac.gov.br/arquivos/PA2016-1698.pdf"," ","","não"
1727,"MS0057","SDVK",1,"Privado","Fazenda São Pedro","NOVA ANDRADINA","MS","Brasil","","","21°47'41,0""S","053°28'28,0""W","363 m","VFR","Sem Operação",4599,"04/22","1100 m","25 m","5700 Kg /   0,50 MPa","Terra","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6426.pdf"," ","","não"
4789,"PR0144","SSPX",1,"Privado","Paraná Moda Park ","MARINGÁ","PR","Brasil","","","23°27'45,0""S","051°59'36,0""W","573 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","17/10/2027","https://pergamum.anac.gov.br/arquivos/PA2017-3325.pdf"," ","","não"
4837,"RJ0176","SJUK",1,"Privado","JEQUITIBÁ","RIO DE JANEIRO","RJ","Brasil","","","22°58'06,0""S","043°17'35,0""W","467 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","31/01/2029","https://pergamum.anac.gov.br/arquivos/PA2019-190.pdf"," ","","não"
5377,"SP0261","SSWH",1,"Privado","Dr. Emílio Fehr (ex-Fazenda Agropecuária Rossignolo)","SÃO CARLOS","SP","Brasil","","","21°54'24,0""S","047°49'16,0""W","701 m","VFR","Sem Operação",4287,"03/21","800 m","18 m","3000 Kg /   0,50 MPa","Grama","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","12/02/2025","https://pergamum.anac.gov.br/arquivos/PA2019-2804.pdf"," ","","não"
5497,"BA0295","",1,"Privado","Fazenda Pérola","SÃO DESIDÉRIO","BA","Brasil","","","12°26'59,0""S","045°27'28,0""W","730 m","VFR","Sem Operação",14541,"10/28","800 m","18 m","4500 Kg /   0,50 MPa","Grama","","10 - Visual; 28 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","20/08/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5680.pdf"," ","","não"
2220,"CE0091","",1,"Privado","Várzea Nova","ITAITINGA","CE","Brasil","","","03°53'04,0""S","038°31'06,0""W","5 m","VFR","Sem Operação",4326,"13/31","720 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2280,"SP0917","",1,"Privado","Rio Construtora 1","CAMPINAS","SP","Brasil","","","22°53'41,0""S","047°02'56,0""W","725 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2460,"RO0037","SWTL",1,"Privado","Fazenda Corumbiara","PARECIS","RO","Brasil","","","12°30'52,0""S","061°18'14,0""W","374 m","VFR","Sem Operação",4144,"10/28","1000 m","18 m","5500 Kg /   0,50 MPa","Cascalho","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","22/12/2032","https://pergamum.anac.gov.br/arquivos/PA2022-10061.pdf"," ","","sim"
2544,"RS0147","",1,"Privado","Sitio Carlos Roni Matte","CRUZEIRO DO SUL","RS","Brasil","","","29°30'27,0""S","052°04'49,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
2604,"RR0042","SJKV",1,"Privado","Cumanã 1","PACARAIMA","RR","Brasil","","","04°28'13,0""N","060°46'41,0""W","363 m","VFR","Sem Operação",3980,"10/28","800 m","25 m","4000 Kg /   0,50 MPa","Terra","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
2820,"RS0081","SNAN",1,"Privado","Empresa Agrícola Chiapeta","CHIAPETTA","RS","Brasil","","","28°03'59,0""S","053°52'40,0""W","476 m","VFR","Sem Operação",2999,"04/22","900 m","25 m","3000 Kg /   0,50 MPa","Grama","","04 - Visual; 22 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/03/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4498.pdf"," ","","não"
2868,"MS0049","SDRV",1,"Privado","Tenoar","CHAPADÃO DO SUL","MS","Brasil","","","18°44'54,0""S","052°41'12,0""W","821 m","VFR","Sem Operação",2745,"03/21","1000 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/06/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5261.pdf"," ","","não"
2964,"AL0027","",1,"Privado","Laginha","UNIÃO DOS PALMARES","AL","Brasil","","","09°11'20,0""S","036°02'46,0""W","80 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3096,"MS0236","SNWO",1,"Privado","Fazenda Vera Cruz","AMAMBAI","MS","Brasil","","","23°01'04,0""S","054°37'28,0""W","305 m","VFR","Sem Operação",2777,"09/27","900 m","30 m","5000 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/08/2023","https://pergamum.anac.gov.br/arquivos/PA2013-2012.pdf"," ","","não"
3468,"MT0407","SWTJ",1,"Privado","Fazenda Cachoeira","TANGARÁ DA SERRA","MT","Brasil","","","14°33'57,0""S","057°46'41,0""W","299 m","VFR","Sem Operação",4602,"02/20","1000 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/01/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0218.pdf"," ","","sim"
3552,"AM0060","SJQY",1,"Privado","Terminal do Solimões","COARI","AM","Brasil","","","03°56'39,0""S","063°09'49,0""W","34 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","18/11/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9707.pdf"," ","","sim"
3684,"SP0165","SDYJ",1,"Privado","JOSÉ MARTINS DA SILVA","REGENTE FEIJÓ","SP","Brasil","","","22°13'34,0""S","051°20'54,0""W","507 m","VFR","Sem Operação",2633,"08/26","900 m","20 m","5600 Kg /   0,50 MPa","Grama","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/09/2030","https://pergamum.anac.gov.br/arquivos/PA2020-2263.pdf"," ","","não"
3816,"MT0202","SJOU",1,"Privado","Minerva Paranatinga","PARANATINGA","MT","Brasil","","","14°27'43,0""S","054°02'05,0""W","496 m","","",4101,"01/19","970 m","18 m","5600 Kg /   0,50 MPa","Cascalho","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/07/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8446.pdf"," ","","sim"
4248,"SP0720","SNPH",1,"Privado","Rei da Pamonha","SÃO PAULO","SP","Brasil","","","23°26'42,0""S","046°45'25,0""W","782 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/08/2033","https://pergamum.anac.gov.br/arquivos/PA2023-12.029.pdf"," ","","não"
